frame,joint_name,x,y
2,45,Left Shoulder,211,250
2,45,Right Shoulder,512,250
2,45,Left Knee,219,252
2,45,Right Knee,528,312
2,46,Head,433,252
2,46,Left Shoulder,220,253
2,46,Right Shoulder,492,253
2,46,Left Knee,221,255
2,46,Right Knee,528,312
2,47,Head,469,252
2,47,Left Shoulder,223,256
2,47,Right Shoulder,492,256
2,47,Left Hip,223,261
2,47,Right Hip,515,262
2,47,Left Knee,305,294
2,47,Right Knee,528,312
2,48,Head,451,253
2,48,Left Shoulder,306,290
2,48,Right Shoulder,513,273
2,48,Left Hip,312,308
2,48,Right Hip,528,312
2,48,Left Knee,331,323
2,48,Right Knee,526,337
2,49,Head,394,255
2,49,Left Shoulder,224,257
2,49,Right Shoulder,492,257
2,49,Left Hip,223,260
2,49,Right Hip,492,260
2,49,Left Knee,223,261
2,49,Right Knee,528,312
2,50,Head,438,259
2,50,Left Shoulder,223,260
2,50,Right Shoulder,492,260
2,50,Left Hip,223,261
2,50,Right Hip,491,261
2,50,Left Knee,223,262
2,50,Right Knee,528,312
2,51,Head,427,260
2,51,Left Shoulder,223,262
2,51,Right Shoulder,515,262
2,51,Left Hip,365,264
2,51,Right Hip,515,264
2,51,Left Knee,305,294
2,51,Right Knee,528,312
2,52,Head,513,264
2,52,Left Knee,305,294
2,52,Right Knee,528,312
2,53,Head,503,266
2,53,Left Shoulder,345,277
2,53,Right Shoulder,494,278
2,53,Left Hip,305,294
2,53,Right Hip,451,297
2,53,Left Knee,308,301
2,53,Right Knee,528,312
2,54,Head,354,270
2,54,Left Knee,305,294
2,54,Right Knee,528,312
2,55,Head,399,270
2,55,Left Shoulder,351,272
2,55,Right Shoulder,513,272
2,55,Left Hip,347,276
2,55,Right Hip,495,275
2,55,Left Knee,305,294
2,55,Right Knee,528,312
2,56,Head,470,270
2,56,Left Shoulder,346,271
2,56,Right Shoulder,513,271
2,56,Left Hip,351,272
2,56,Right Hip,513,272
2,56,Left Knee,305,294
2,56,Right Knee,528,312
2,57,Head,421,273
2,57,Left Shoulder,345,274
2,57,Right Shoulder,513,274
2,57,Left Knee,305,294
2,57,Right Knee,528,312
2,58,Head,347,277
2,58,Left Knee,305,294
2,58,Right Knee,528,312
2,59,Head,387,288
2,59,Left Shoulder,352,289
2,59,Right Shoulder,410,289
2,59,Left Knee,305,294
2,59,Right Knee,528,312
2,60,Head,308,293
2,60,Left Shoulder,305,295
2,60,Right Shoulder,425,295
2,60,Left Hip,308,298
2,60,Right Hip,451,298
2,60,Left Knee,308,301
2,60,Right Knee,528,312
2,61,Head,385,296
2,61,Left Shoulder,308,297
2,61,Right Shoulder,451,297
2,61,Left Hip,308,298
2,61,Right Hip,451,298
2,61,Left Knee,308,301
2,61,Right Knee,528,312
2,62,Head,356,302
2,62,Left Shoulder,312,308
2,62,Right Shoulder,519,309
2,62,Left Hip,349,316
2,62,Right Hip,528,315
2,62,Left Knee,331,321
2,62,Right Knee,526,337
2,63,Head,384,307
2,63,Left Knee,312,309
2,63,Right Knee,528,312
2,64,Head,498,308
2,64,Left Shoulder,349,316
2,64,Right Shoulder,528,313
2,64,Left Hip,331,321
2,64,Right Hip,510,321
2,64,Left Knee,331,324
2,64,Right Knee,526,337
2,65,Head,315,309
2,65,Left Knee,312,311
2,65,Right Knee,528,312
2,66,Head,526,314
2,66,Left Shoulder,350,315
2,66,Right Shoulder,528,315
2,66,Left Hip,349,316
2,66,Right Hip,528,316
2,66,Left Knee,331,321
2,66,Right Knee,526,337
2,67,Head,495,320
2,67,Left Shoulder,331,323
2,67,Right Shoulder,510,323
2,67,Left Hip,331,326
2,67,Right Hip,510,326
2,67,Left Knee,337,330
2,67,Right Knee,526,337
2,68,Head,340,322
2,68,Left Shoulder,337,330
2,68,Right Shoulder,501,328
2,68,Left Hip,341,339
2,68,Right Hip,526,337
2,68,Left Knee,346,344
2,68,Right Knee,525,347
2,69,Head,380,329
2,69,Left Shoulder,337,333
2,69,Right Shoulder,350,333
2,69,Left Hip,341,339
2,69,Right Hip,526,337
2,69,Left Knee,341,340
2,69,Right Knee,526,340
2,70,Head,429,338
2,70,Left Shoulder,341,339
2,70,Right Shoulder,526,339
2,70,Left Hip,341,340
2,70,Right Hip,526,340
2,70,Left Knee,342,341
2,70,Right Knee,525,347
2,71,Head,524,338
2,71,Left Knee,341,340
2,71,Right Knee,526,340
2,72,Head,506,343
2,72,Left Shoulder,346,345
2,72,Right Shoulder,507,345
2,72,Left Hip,346,348
2,72,Right Hip,525,348
2,72,Left Knee,348,349
2,72,Right Knee,525,349
2,73,Head,523,346
2,73,Left Shoulder,346,348
2,73,Right Shoulder,525,348
2,73,Left Hip,348,350
2,73,Right Hip,525,350
2,73,Left Knee,349,351
2,73,Right Knee,525,351
2,74,Head,382,378
2,74,Left Hip,371,382
2,74,Right Hip,450,382
2,74,Left Knee,371,383
2,74,Right Knee,450,383
2,75,Head,373,384
2,75,Left Shoulder,371,385
2,75,Right Shoulder,450,385
2,75,Left Knee,374,387
2,75,Right Knee,380,387
2,76,Head,448,384
2,76,Left Knee,371,386
2,76,Right Knee,450,386
3,1,Head,373,88
3,1,Left Shoulder,345,107
3,1,Right Shoulder,449,114
3,1,Left Hip,346,128
3,1,Right Hip,453,123
3,1,Left Knee,96,214
3,1,Right Knee,528,312
3,2,Head,358,97
3,2,Left Shoulder,357,98
3,2,Right Shoulder,436,98
3,2,Left Knee,96,214
3,2,Right Knee,528,312
3,3,Head,433,99
3,3,Left Knee,96,214
3,3,Right Knee,528,312
3,4,Head,443,103
3,4,Left Knee,96,214
3,4,Right Knee,528,312
3,5,Head,351,120
3,5,Left Shoulder,346,128
3,5,Right Shoulder,438,130
3,5,Left Hip,354,138
3,5,Right Hip,440,138
3,5,Left Knee,96,214
3,5,Right Knee,528,312
3,6,Head,451,123
3,6,Left Knee,96,214
3,6,Right Knee,528,312
3,7,Head,404,141
3,7,Left Shoulder,353,142
3,7,Right Shoulder,440,142
3,7,Left Knee,96,214
3,7,Right Knee,528,312
3,8,Head,365,149
3,8,Left Knee,96,214
3,8,Right Knee,528,312
3,9,Head,382,150
3,9,Left Shoulder,96,214
3,9,Right Shoulder,495,222
3,9,Left Hip,200,255
3,9,Right Hip,515,262
3,9,Left Knee,312,305
3,9,Right Knee,528,312
3,10,Head,361,152
3,10,Left Knee,96,214
3,10,Right Knee,528,312
3,11,Head,334,156
3,11,Left Hip,345,159
3,11,Right Hip,464,159
3,11,Left Knee,96,214
3,11,Right Knee,528,312
3,12,Head,439,159
3,12,Left Shoulder,326,160
3,12,Right Shoulder,464,160
3,12,Left Hip,304,161
3,12,Right Hip,464,161
3,12,Left Knee,96,214
3,12,Right Knee,528,312
3,13,Head,462,159
3,13,Left Knee,96,214
3,13,Right Knee,528,312
3,14,Head,302,161
3,14,Left Shoulder,303,162
3,14,Right Shoulder,440,162
3,14,Left Knee,96,214
3,14,Right Knee,528,312
3,15,Head,295,164
3,15,Left Knee,96,214
3,15,Right Knee,528,312
3,16,Head,421,166
3,16,Left Shoulder,221,191
3,16,Right Shoulder,481,186
3,16,Left Hip,100,210
3,16,Right Hip,491,202
3,16,Left Knee,96,214
3,16,Right Knee,528,312
3,17,Head,433,166
3,17,Left Shoulder,292,167
3,17,Right Shoulder,468,167
3,17,Left Hip,286,168
3,17,Right Hip,468,168
3,17,Left Knee,96,214
3,17,Right Knee,528,312
3,18,Head,468,166
3,18,Left Hip,286,169
3,18,Right Hip,467,169
3,18,Left Knee,96,214
3,18,Right Knee,528,312
3,19,Head,450,171
3,19,Left Shoulder,276,175
3,19,Right Shoulder,470,174
3,19,Left Hip,235,179
3,19,Right Hip,452,180
3,19,Left Knee,96,214
3,19,Right Knee,528,312
3,20,Head,468,176
3,20,Left Knee,96,214
3,20,Right Knee,528,312
3,21,Head,237,181
3,21,Left Shoulder,98,211
3,21,Right Shoulder,491,202
3,21,Left Hip,152,222
3,21,Right Hip,501,232
3,21,Left Knee,195,243
3,21,Right Knee,528,312
3,22,Head,479,184
3,22,Left Shoulder,230,189
3,22,Right Shoulder,481,187
3,22,Left Hip,218,193
3,22,Right Hip,481,192
3,22,Left Knee,96,214
3,22,Right Knee,528,312
3,23,Head,439,190
3,23,Left Knee,96,214
3,23,Right Knee,528,312
3,24,Head,374,203
3,24,Left Knee,96,214
3,24,Right Knee,528,312
3,25,Head,278,204
3,25,Left Hip,202,207
3,25,Right Hip,490,207
3,25,Left Knee,96,214
3,25,Right Knee,528,312
3,26,Head,203,210
3,26,Left Hip,97,213
3,26,Right Hip,490,213
3,26,Left Knee,96,214
3,26,Right Knee,528,312
3,27,Head,98,212
3,27,Left Knee,96,214
3,27,Right Knee,528,312
3,28,Head,402,214
3,28,Left Shoulder,191,218
3,28,Right Shoulder,494,217
3,28,Left Hip,152,222
3,28,Right Hip,495,222
3,28,Left Knee,152,224
3,28,Right Knee,528,312
3,29,Head,414,214
3,29,Left Shoulder,198,217
3,29,Right Shoulder,494,217
3,29,Left Hip,191,220
3,29,Right Hip,494,220
3,29,Left Knee,152,222
3,29,Right Knee,528,312
3,30,Head,253,215
3,30,Left Shoulder,209,216
3,30,Right Shoulder,494,216
3,30,Left Knee,152,222
3,30,Right Knee,528,312
3,31,Head,155,224
3,31,Left Shoulder,152,225
3,31,Right Shoulder,495,225
3,31,Left Knee,153,227
3,31,Right Knee,528,312
3,32,Head,177,224
3,32,Left Knee,152,226
3,32,Right Knee,528,312
3,33,Head,386,225
3,33,Left Knee,153,227
3,33,Right Knee,528,312
3,34,Head,466,226
3,34,Left Hip,158,229
3,34,Right Hip,491,229
3,34,Left Knee,191,230
3,34,Right Knee,528,312
3,35,Head,409,230
3,35,Left Knee,192,232
3,35,Right Knee,528,312
3,36,Head,499,233
3,36,Left Knee,195,243
3,36,Right Knee,528,312
3,37,Head,199,235
3,37,Left Shoulder,197,236
3,37,Right Shoulder,499,236
3,37,Left Hip,198,237
3,37,Right Hip,499,237
3,37,Left Knee,195,243
3,37,Right Knee,528,312
3,38,Head,321,235
3,38,Left Shoulder,197,236
3,38,Right Shoulder,499,236
3,38,Left Knee,195,243
3,38,Right Knee,528,312
3,39,Head,404,235
3,39,Left Knee,195,243
3,39,Right Knee,528,312
3,40,Head,242,239
3,40,Left Shoulder,205,240
3,40,Right Shoulder,491,240
3,40,Left Hip,204,241
3,40,Right Hip,491,241
3,40,Left Knee,195,243
3,40,Right Knee,528,312
3,41,Head,507,249
3,41,Left Shoulder,201,250
3,41,Right Shoulder,512,250
3,41,Left Knee,200,255
3,41,Right Knee,528,312
3,42,Head,279,251
3,42,Left Shoulder,201,252
3,42,Right Shoulder,512,252
3,42,Left Hip,201,253
3,42,Right Hip,472,253
3,42,Left Knee,200,255
3,42,Right Knee,528,312
3,43,Head,513,264
3,43,Left Knee,312,305
3,43,Right Knee,528,312
3,44,Head,470,277
3,44,Left Shoulder,348,280
3,44,Right Shoulder,445,280
3,44,Left Hip,348,284
3,44,Right Hip,477,285
3,44,Left Knee,312,305
3,44,Right Knee,528,312
3,45,Head,467,295
3,45,Left Knee,312,305
3,45,Right Knee,528,312
3,46,Head,312,303
3,46,Left Knee,312,305
3,46,Right Knee,528,312
3,47,Head,333,305
3,47,Left Knee,312,307
3,47,Right Knee,528,312
3,48,Head,381,306
3,48,Left Hip,312,309
3,48,Right Hip,519,309
3,48,Left Knee,329,330
3,48,Right Knee,528,312
3,49,Head,315,307
3,49,Left Shoulder,312,308
3,49,Right Shoulder,491,308
3,49,Left Hip,312,309
3,49,Right Hip,519,309
3,49,Left Knee,329,330
3,49,Right Knee,528,312
3,50,Head,489,307
3,50,Left Shoulder,339,315
3,50,Right Shoulder,528,312
3,50,Left Hip,347,321
3,50,Right Hip,510,321
3,50,Left Knee,329,330
3,50,Right Knee,526,336
3,51,Head,356,309
3,51,Left Shoulder,338,325
3,51,Right Shoulder,510,318
3,51,Left Hip,336,332
3,51,Right Hip,526,336
3,51,Left Knee,340,341
3,51,Right Knee,526,340
3,52,Head,501,312
3,52,Left Shoulder,339,316
3,52,Right Shoulder,528,316
3,52,Left Hip,371,322
3,52,Right Hip,510,322
3,52,Left Knee,329,330
3,52,Right Knee,526,336
3,53,Head,526,314
3,53,Left Shoulder,339,315
3,53,Right Shoulder,528,315
3,53,Left Hip,339,316
3,53,Right Hip,528,316
3,53,Left Knee,329,330
3,53,Right Knee,526,336
3,54,Head,366,316
3,54,Left Knee,329,330
3,54,Right Knee,526,336
3,55,Head,371,320
3,55,Left Shoulder,373,323
3,55,Right Shoulder,510,323
3,55,Left Hip,336,328
3,55,Right Hip,506,328
3,55,Left Knee,329,330
3,55,Right Knee,526,336
3,56,Head,337,326
3,56,Left Shoulder,336,328
3,56,Right Shoulder,506,328
3,56,Left Hip,329,330
3,56,Right Hip,506,330
3,56,Left Knee,336,332
3,56,Right Knee,526,336
3,57,Head,514,337
3,57,Left Shoulder,340,341
3,57,Right Shoulder,526,341
3,57,Left Hip,344,346
3,57,Right Hip,525,346
3,57,Left Knee,346,349
3,57,Right Knee,514,351
3,58,Head,376,359
3,58,Left Knee,371,382
3,58,Right Knee,450,383
3,59,Head,382,378
3,59,Left Hip,371,382
3,59,Right Hip,375,382
3,59,Left Knee,371,383
3,59,Right Knee,450,383
3,60,Head,373,384
3,60,Left Shoulder,371,385
3,60,Right Shoulder,450,385
3,60,Left Knee,374,387
3,60,Right Knee,450,387
3,61,Head,448,385
3,61,Left Knee,374,387
3,61,Right Knee,450,387
3,62,Head,391,393
3,62,Left Shoulder,386,395
3,62,Right Shoulder,390,395
3,62,Left Hip,386,397
3,62,Right Hip,391,397
4,1,Head,353,89
4,1,Left Shoulder,336,111
4,1,Right Shoulder,445,104
4,1,Left Hip,341,136
4,1,Right Hip,440,138
4,1,Left Knee,92,211
4,1,Right Knee,528,312
4,2,Head,433,99
4,2,Left Knee,92,211
4,2,Right Knee,528,312
4,3,Head,443,103
4,3,Left Knee,92,211
4,3,Right Knee,528,312
4,4,Head,451,123
4,4,Left Knee,92,211
4,4,Right Knee,528,312
4,5,Head,405,140
4,5,Left Shoulder,352,142
4,5,Right Shoulder,439,142
4,5,Left Hip,352,144
4,5,Right Hip,439,144
4,5,Left Knee,92,211
4,5,Right Knee,528,312
4,6,Head,383,150
4,6,Left Shoulder,92,211
4,6,Right Shoulder,495,222
4,6,Left Hip,197,252
4,6,Right Hip,515,262
4,6,Left Knee,313,308
4,6,Right Knee,528,312
4,7,Head,338,152
4,7,Left Knee,92,211
4,7,Right Knee,528,312
4,8,Head,361,154
4,8,Left Hip,296,157
4,8,Right Hip,440,157
4,8,Left Knee,92,211
4,8,Right Knee,528,312
4,9,Head,294,159
4,9,Left Hip,293,162
4,9,Right Hip,440,162
4,9,Left Knee,92,211
4,9,Right Knee,528,312
4,10,Head,439,159
4,10,Left Shoulder,293,160
4,10,Right Shoulder,441,160
4,10,Left Knee,92,211
4,10,Right Knee,528,312
4,11,Head,431,165
4,11,Left Shoulder,273,166
4,11,Right Shoulder,465,166
4,11,Left Knee,92,211
4,11,Right Knee,528,312
4,12,Head,273,166
4,12,Left Shoulder,271,167
4,12,Right Shoulder,466,167
4,12,Left Hip,273,168
4,12,Right Hip,467,168
4,12,Left Knee,92,211
4,12,Right Knee,528,312
4,13,Head,468,166
4,13,Left Shoulder,271,167
4,13,Right Shoulder,466,167
4,13,Left Knee,92,211
4,13,Right Knee,528,312
4,14,Head,443,173
4,14,Left Shoulder,228,177
4,14,Right Shoulder,470,177
4,14,Left Hip,227,180
4,14,Right Hip,452,180
4,14,Left Knee,92,211
4,14,Right Knee,528,312
4,15,Head,461,174
4,15,Left Shoulder,251,175
4,15,Right Shoulder,469,175
4,15,Left Knee,92,211
4,15,Right Knee,528,312
4,16,Head,431,175
4,16,Left Shoulder,251,176
4,16,Right Shoulder,469,176
4,16,Left Hip,228,177
4,16,Right Hip,470,177
4,16,Left Knee,92,211
4,16,Right Knee,528,312
4,17,Head,249,177
4,17,Left Shoulder,250,182
4,17,Right Shoulder,452,181
4,17,Left Hip,240,189
4,17,Right Hip,481,187
4,17,Left Knee,92,211
4,17,Right Knee,528,312
4,18,Head,229,178
4,18,Left Hip,257,181
4,18,Right Hip,452,181
4,18,Left Knee,92,211
4,18,Right Knee,528,312
4,19,Head,333,180
4,19,Left Knee,92,211
4,19,Right Knee,528,312
4,20,Head,398,180
4,20,Left Knee,92,211
4,20,Right Knee,528,312
4,21,Head,479,184
4,21,Left Shoulder,240,189
4,21,Right Shoulder,481,187
4,21,Left Hip,191,192
4,21,Right Hip,481,191
4,21,Left Knee,92,211
4,21,Right Knee,528,312
4,22,Head,326,185
4,22,Left Shoulder,222,190
4,22,Right Shoulder,481,189
4,22,Left Hip,191,192
4,22,Right Hip,481,192
4,22,Left Knee,92,211
4,22,Right Knee,528,312
4,23,Head,359,189
4,23,Left Knee,92,211
4,23,Right Knee,528,312
4,24,Head,222,192
4,24,Left Knee,92,211
4,24,Right Knee,528,312
4,25,Head,194,194
4,25,Left Shoulder,190,203
4,25,Right Shoulder,491,202
4,25,Left Hip,92,212
4,25,Right Hip,494,214
4,25,Left Knee,178,225
4,25,Right Knee,528,312
4,26,Head,280,199
4,26,Left Shoulder,178,225
4,26,Right Shoulder,495,222
4,26,Left Hip,186,235
4,26,Right Hip,503,246
4,26,Left Knee,188,249
4,26,Right Knee,528,312
4,27,Head,268,203
4,27,Left Shoulder,190,204
4,27,Right Shoulder,491,204
4,27,Left Knee,92,211
4,27,Right Knee,528,312
4,28,Head,378,207
4,28,Left Shoulder,92,211
4,28,Right Shoulder,490,210
4,28,Left Hip,191,214
4,28,Right Hip,494,214
4,28,Left Knee,178,225
4,28,Right Knee,528,312
4,29,Head,94,210
4,29,Left Knee,92,212
4,29,Right Knee,528,312
4,30,Head,212,214
4,30,Left Knee,178,225
4,30,Right Knee,528,312
4,31,Head,182,217
4,31,Left Shoulder,181,218
4,31,Right Shoulder,494,218
4,31,Left Knee,178,225
4,31,Right Knee,528,312
4,32,Head,428,221
4,32,Left Shoulder,180,222
4,32,Right Shoulder,495,222
4,32,Left Knee,178,225
4,32,Right Knee,528,312
4,33,Head,179,224
4,33,Left Shoulder,179,231
4,33,Right Shoulder,501,232
4,33,Left Hip,186,239
4,33,Right Hip,496,239
4,33,Left Knee,188,244
4,33,Right Knee,528,312
4,34,Head,231,224
4,34,Left Shoulder,178,225
4,34,Right Shoulder,495,225
4,34,Left Knee,179,227
4,34,Right Knee,528,312
4,35,Head,154,225
4,35,Left Knee,179,227
4,35,Right Knee,528,312
4,36,Head,219,229
4,36,Left Shoulder,180,230
4,36,Right Shoulder,489,230
4,36,Left Hip,179,231
4,36,Right Hip,489,231
4,36,Left Knee,186,235
4,36,Right Knee,528,312
4,37,Head,499,233
4,37,Left Knee,186,235
4,37,Right Knee,528,312
4,38,Head,430,236
4,38,Left Shoulder,186,237
4,38,Right Shoulder,499,237
4,38,Left Knee,186,239
4,38,Right Knee,528,312
4,39,Head,213,238
4,39,Left Knee,188,242
4,39,Right Knee,528,312
4,40,Head,233,238
4,40,Left Knee,188,242
4,40,Right Knee,528,312
4,41,Head,242,239
4,41,Left Shoulder,210,240
4,41,Right Shoulder,493,240
4,41,Left Hip,202,241
4,41,Right Hip,493,241
4,41,Left Knee,188,242
4,41,Right Knee,528,312
4,42,Head,507,249
4,42,Left Shoulder,191,250
4,42,Right Shoulder,509,250
4,42,Left Knee,197,252
4,42,Right Knee,528,312
4,43,Head,503,256
4,43,Left Knee,201,276
4,43,Right Knee,528,312
4,44,Head,513,264
4,44,Left Knee,201,276
4,44,Right Knee,528,312
4,45,Head,199,274
4,45,Left Shoulder,360,275
4,45,Right Shoulder,511,275
4,45,Left Hip,201,276
4,45,Right Hip,511,276
4,45,Left Knee,231,280
4,45,Right Knee,528,312
4,46,Head,236,281
4,46,Left Shoulder,231,282
4,46,Right Shoulder,479,282
4,46,Left Hip,231,283
4,46,Right Hip,466,283
4,46,Left Knee,231,284
4,46,Right Knee,528,312
4,47,Head,333,304
4,47,Left Shoulder,332,305
4,47,Right Shoulder,513,305
4,47,Left Hip,334,306
4,47,Right Hip,514,306
4,47,Left Knee,313,308
4,47,Right Knee,528,312
4,48,Head,383,306
4,48,Left Shoulder,315,307
4,48,Right Shoulder,514,307
4,48,Left Knee,313,309
4,48,Right Knee,528,312
4,49,Head,315,309
4,49,Left Knee,313,311
4,49,Right Knee,528,312
4,50,Head,339,311
4,50,Left Shoulder,335,323
4,50,Right Shoulder,510,321
4,50,Left Hip,333,332
4,50,Right Hip,526,336
4,50,Left Knee,341,340
4,50,Right Knee,518,342
4,51,Head,501,312
4,51,Left Shoulder,322,316
4,51,Right Shoulder,528,316
4,51,Left Hip,335,323
4,51,Right Hip,510,322
4,51,Left Knee,330,328
4,51,Right Knee,526,336
4,52,Head,526,314
4,52,Left Shoulder,322,315
4,52,Right Shoulder,528,315
4,52,Left Hip,322,316
4,52,Right Hip,528,316
4,52,Left Knee,323,317
4,52,Right Knee,526,336
4,53,Head,325,315
4,53,Left Knee,323,317
4,53,Right Knee,526,336
4,54,Head,380,316
4,54,Left Knee,330,328
4,54,Right Knee,526,336
4,55,Head,371,321
4,55,Left Knee,330,328
4,55,Right Knee,526,336
4,56,Head,516,336
4,56,Left Shoulder,341,340
4,56,Right Shoulder,518,342
4,56,Left Hip,345,346
4,56,Right Hip,517,345
4,56,Left Knee,345,348
4,56,Right Knee,515,352
4,57,Head,524,337
4,57,Left Shoulder,365,338
4,57,Right Shoulder,526,338
4,57,Left Hip,341,339
4,57,Right Hip,526,339
4,57,Left Knee,341,340
4,57,Right Knee,518,342
4,58,Head,376,359
4,58,Left Knee,362,383
4,58,Right Knee,450,383
4,59,Head,383,368
4,59,Left Knee,362,383
4,59,Right Knee,450,383
4,60,Head,382,378
4,60,Left Hip,363,382
4,60,Right Hip,375,382
4,60,Left Knee,362,383
4,60,Right Knee,450,383
4,61,Head,364,383
4,61,Left Knee,363,385
4,61,Right Knee,450,385
4,62,Head,373,384
4,62,Left Knee,371,386
4,62,Right Knee,450,386
4,63,Head,448,385
4,63,Left Knee,386,393
4,63,Right Knee,450,387
4,64,Head,391,393
4,64,Left Shoulder,386,395
4,64,Right Shoulder,391,395
4,64,Left Hip,386,397
4,64,Right Hip,391,397
5,1,Head,360,89
5,1,Left Shoulder,189,194
5,1,Right Shoulder,481,186
5,1,Left Hip,157,226
5,1,Right Hip,515,262
5,1,Left Knee,197,274
5,1,Right Knee,528,312
5,2,Head,421,95
5,2,Left Knee,78,210
5,2,Right Knee,528,312
5,3,Head,443,103
5,3,Left Knee,78,210
5,3,Right Knee,528,312
5,4,Head,345,109
5,4,Left Shoulder,342,111
5,4,Right Shoulder,431,111
5,4,Left Hip,342,113
5,4,Right Hip,440,113
5,4,Left Knee,78,210
5,4,Right Knee,528,312
5,5,Head,338,123
5,5,Left Knee,78,210
5,5,Right Knee,528,312
5,6,Head,451,123
5,6,Left Knee,78,210
5,6,Right Knee,528,312
5,7,Head,356,125
5,7,Left Shoulder,357,132
5,7,Right Shoulder,409,136
5,7,Left Hip,350,141
5,7,Right Hip,440,141
5,7,Left Knee,78,210
5,7,Right Knee,528,312
5,8,Head,407,138
5,8,Left Shoulder,350,140
5,8,Right Shoulder,440,140
5,8,Left Hip,350,143
5,8,Right Hip,438,143
5,8,Left Knee,78,210
5,8,Right Knee,528,312
5,9,Head,337,152
5,9,Left Knee,78,210
5,9,Right Knee,528,312
5,10,Head,327,156
5,10,Left Knee,78,210
5,10,Right Knee,528,312
5,11,Head,349,156
5,11,Left Shoulder,297,157
5,11,Right Shoulder,440,157
5,11,Left Hip,291,158
5,11,Right Hip,441,158
5,11,Left Knee,78,210
5,11,Right Knee,528,312
5,12,Head,298,157
5,12,Left Hip,291,160
5,12,Right Hip,441,160
5,12,Left Knee,78,210
5,12,Right Knee,528,312
5,13,Head,439,159
5,13,Left Shoulder,291,160
5,13,Right Shoulder,441,160
5,13,Left Knee,78,210
5,13,Right Knee,528,312
5,14,Head,420,160
5,14,Left Knee,78,210
5,14,Right Knee,528,312
5,15,Head,432,165
5,15,Left Shoulder,262,166
5,15,Right Shoulder,465,166
5,15,Left Knee,78,210
5,15,Right Knee,528,312
5,16,Head,468,166
5,16,Left Shoulder,262,167
5,16,Right Shoulder,466,167
5,16,Left Knee,78,210
5,16,Right Knee,528,312
5,17,Head,419,169
5,17,Left Shoulder,265,171
5,17,Right Shoulder,466,171
5,17,Left Hip,260,173
5,17,Right Hip,466,173
5,17,Left Knee,78,210
5,17,Right Knee,528,312
5,18,Head,443,173
5,18,Left Shoulder,222,177
5,18,Right Shoulder,470,177
5,18,Left Hip,224,180
5,18,Right Hip,452,180
5,18,Left Knee,78,210
5,18,Right Knee,528,312
5,19,Head,426,174
5,19,Left Shoulder,223,175
5,19,Right Shoulder,469,175
5,19,Left Knee,78,210
5,19,Right Knee,528,312
5,20,Head,461,174
5,20,Left Shoulder,223,175
5,20,Right Shoulder,469,175
5,20,Left Knee,78,210
5,20,Right Knee,528,312
5,21,Head,402,175
5,21,Left Knee,78,210
5,21,Right Knee,528,312
5,22,Head,409,184
5,22,Left Shoulder,215,186
5,22,Right Shoulder,481,186
5,22,Left Hip,215,188
5,22,Right Hip,480,188
5,22,Left Knee,78,210
5,22,Right Knee,528,312
5,23,Head,479,184
5,23,Left Shoulder,215,187
5,23,Right Shoulder,481,187
5,23,Left Hip,193,193
5,23,Right Hip,481,191
5,23,Left Knee,78,210
5,23,Right Knee,528,312
5,24,Head,322,192
5,24,Left Shoulder,189,194
5,24,Right Shoulder,453,194
5,24,Left Hip,189,196
5,24,Right Hip,479,196
5,24,Left Knee,78,210
5,24,Right Knee,528,312
5,25,Head,307,196
5,25,Left Shoulder,78,210
5,25,Right Shoulder,494,214
5,25,Left Hip,157,226
5,25,Right Hip,495,222
5,25,Left Knee,191,241
5,25,Right Knee,528,312
5,26,Head,347,198
5,26,Left Shoulder,186,199
